Date,Open,High,Low,Close,Adj Close,Volume
1975-04-30,5.613978,5.754719,5.567065,5.754719,1.376848,413261
1975-05-01,5.817270,5.942373,5.817270,5.879821,1.406778,924042
1975-05-02,5.879821,6.067475,5.864184,6.036200,1.444193,1071121
1975-05-05,6.036200,6.036200,5.911097,5.989286,1.432969,857696
1975-05-06,5.989286,5.989286,5.676530,5.739081,1.373106,561939
1975-05-07,5.754719,5.926735,5.754719,5.895459,1.410520,699426
1975-05-08,5.895459,5.958011,5.832908,5.958011,1.425485,505185
1975-05-09,5.958011,6.051838,5.926735,5.989286,1.432969,872884
1975-05-12,5.989286,6.020562,5.911097,5.926735,1.418003,458823
1975-05-13,5.926735,5.958011,5.848546,5.848546,1.399294,1215003
1975-05-14,5.864184,5.958011,5.864184,5.926735,1.418003,556343
1975-05-15,5.926735,5.989286,5.848546,5.895459,1.410520,806538
1975-05-16,5.895459,5.895459,5.770357,5.785995,1.384330,558741
1975-05-19,5.785995,5.879821,5.707805,5.864184,1.403038,394876
1975-05-20,5.864184,5.864184,5.660892,5.692168,1.361880,496393
1975-05-21,5.692168,5.707805,5.567065,5.613978,1.343174,1342898
1975-05-22,5.613978,5.707805,5.598341,5.660892,1.354398,623488
1975-05-23,5.676530,5.754719,5.676530,5.754719,1.376848,527567
1975-05-27,5.754719,5.754719,5.660892,5.692168,1.361880,557143
1975-05-28,5.692168,5.754719,5.598341,5.613978,1.343174,581123
1975-05-29,5.613978,5.707805,5.598341,5.613978,1.343174,334126
1975-05-30,5.629616,5.707805,5.629616,5.676530,1.358140,592314
1975-06-02,5.723443,5.879821,5.723443,5.864184,1.403038,474810
1975-06-03,5.864184,5.989286,5.848546,5.926735,1.418003,759377
1975-06-04,5.926735,5.942373,5.864184,5.911097,1.414261,567534
1975-06-05,5.911097,5.926735,5.785995,5.926735,1.430109,637877
1975-06-06,5.926735,5.942373,5.848546,5.911097,1.426336,476409
1975-06-09,5.911097,5.911097,5.817270,5.817270,1.403695,344517
1975-06-10,5.785995,5.785995,5.723443,5.723443,1.381054,628284
1975-06-11,5.723443,5.832908,5.723443,5.723443,1.381054,414060
1975-06-12,5.723443,5.754719,5.598341,5.629616,1.358415,357307
1975-06-13,5.629616,5.754719,5.567065,5.754719,1.388603,442037
1975-06-16,5.754719,5.832908,5.723443,5.832908,1.407470,478807
1975-06-17,5.832908,5.832908,5.739081,5.739081,1.384829,277372
1975-06-18,5.739081,5.817270,5.723443,5.801632,1.399922,318938
1975-06-19,5.801632,5.989286,5.785995,5.989286,1.445203,540357
1975-06-20,5.989286,6.067475,5.926735,5.973648,1.441430,1193421
1975-06-23,5.973648,6.051838,5.895459,6.051838,1.460296,457225
1975-06-24,6.051838,6.161302,6.051838,6.114389,1.475390,888071
1975-06-25,6.114389,6.380232,6.067475,6.364594,1.535764,1226993
1975-06-26,6.364594,6.552248,6.317680,6.489697,1.565951,1246177
1975-06-27,6.489697,6.614799,6.442783,6.536610,1.577272,943226
1975-06-30,6.536610,6.599161,6.474059,6.583523,1.588590,667452
1975-07-01,6.583523,6.583523,6.474059,6.536610,1.577272,706620
1975-07-02,6.505334,6.505334,6.411507,6.442783,1.554631,748985
1975-07-03,6.442783,6.552248,6.427145,6.536610,1.577272,470014
1975-07-07,6.536610,6.567886,6.442783,6.474059,1.562177,736995
1975-07-08,6.474059,6.505334,6.442783,6.458421,1.558404,645870
1975-07-09,6.458421,6.520972,6.458421,6.520972,1.573498,603505
1975-07-10,6.520972,6.599161,6.489697,6.505334,1.569723,732998
1975-07-11,6.458421,6.458421,6.286405,6.302043,1.520671,1102295
1975-07-14,6.302043,6.333318,6.223854,6.286405,1.516897,742591
1975-07-15,6.286405,6.364594,6.255129,6.302043,1.520671,645071
1975-07-16,6.302043,6.348956,6.223854,6.317680,1.524443,786554
1975-07-17,6.317680,6.317680,6.192578,6.255129,1.509350,895265
1975-07-18,6.255129,6.286405,6.208216,6.286405,1.516897,462820
1975-07-21,6.286405,6.380232,6.208216,6.208216,1.498030,473212
1975-07-22,6.208216,6.208216,6.083113,6.176940,1.490484,559541
1975-07-23,6.176940,6.239491,6.161302,6.176940,1.490484,454827
1975-07-24,6.176940,6.208216,6.004924,6.130027,1.479163,744189
1975-07-25,6.130027,6.145664,5.879821,5.926735,1.430109,689035
1975-07-28,5.926735,5.973648,5.848546,5.879821,1.418789,454827
1975-07-29,5.879821,5.973648,5.817270,5.864184,1.415016,641873
1975-07-30,5.864184,5.926735,5.832908,5.911097,1.426336,473212
1975-07-31,5.911097,5.989286,5.864184,5.911097,1.426336,471613
1975-08-01,5.895459,5.895459,5.801632,5.817270,1.403695,328530
1975-08-04,5.785995,5.785995,5.660892,5.707805,1.377282,606702
1975-08-05,5.707805,5.754719,5.629616,5.645254,1.362189,586718
1975-08-06,5.645254,5.707805,5.582703,5.629616,1.358415,485202
1975-08-07,5.629616,5.692168,5.598341,5.660892,1.365961,510781
1975-08-08,5.660892,5.660892,5.582703,5.582703,1.347095,419656
1975-08-11,5.582703,5.598341,5.520152,5.598341,1.350869,330928
1975-08-12,5.598341,5.660892,5.535789,5.535789,1.335775,497991
1975-08-13,5.535789,5.551427,5.426325,5.426325,1.309361,363702
1975-08-14,5.426325,5.473238,5.379411,5.426325,1.309361,405267
1975-08-15,5.426325,5.551427,5.426325,5.551427,1.339548,568334
1975-08-18,5.551427,5.613978,5.551427,5.613978,1.354641,306948
1975-08-19,5.613978,5.707805,5.520152,5.535789,1.335775,595511
1975-08-20,5.504514,5.504514,5.176119,5.223033,1.260307,891269
1975-08-21,5.223033,5.363773,5.223033,5.285584,1.275401,481205
1975-08-22,5.301222,5.504514,5.301222,5.504514,1.328228,298155
1975-08-25,5.520152,5.598341,5.520152,5.598341,1.350869,318139
1975-08-26,5.598341,5.660892,5.441962,5.441962,1.313135,476409
1975-08-27,5.441962,5.567065,5.363773,5.567065,1.343322,244599
1975-08-28,5.567065,5.879821,5.551427,5.879821,1.418789,549949
1975-08-29,5.879821,5.926735,5.739081,5.785995,1.396150,492396
1975-09-02,5.785995,5.879821,5.535789,5.535789,1.335775,587518
1975-09-03,5.535789,5.660892,5.457600,5.660892,1.365961,404468
1975-09-04,5.660892,5.848546,5.598341,5.770357,1.392375,370096
1975-09-05,5.770357,5.817270,5.739081,5.785995,1.396150,360504
1975-09-08,5.785995,5.785995,5.707805,5.739081,1.384829,608301
1975-09-09,5.739081,5.739081,5.441962,5.441962,1.313135,588317
1975-09-10,5.441962,5.520152,5.441962,5.504514,1.328228,379688
1975-09-11,5.504514,5.551427,5.457600,5.473238,1.320681,378889
1975-09-12,5.473238,5.551427,5.379411,5.410687,1.305588,494794
1975-09-15,5.348135,5.348135,5.285584,5.348135,1.290495,306948
1975-09-16,5.348135,5.363773,5.269946,5.285584,1.287447,519574
1975-09-17,5.285584,5.363773,5.254309,5.332498,1.298874,414060
1975-09-18,5.332498,5.410687,5.301222,5.410687,1.317919,1051937
1975-09-19,5.426325,5.567065,5.426325,5.567065,1.356010,792949
1975-09-22,5.567065,5.613978,5.441962,5.441962,1.325537,599508
1975-09-23,5.441962,5.473238,5.395049,5.473238,1.333156,280570
1975-09-24,5.473238,5.582703,5.473238,5.551427,1.352200,470814
1975-09-25,5.551427,5.613978,5.535789,5.582703,1.359818,560340
1975-09-26,5.613978,5.723443,5.613978,5.692168,1.386482,432445
1975-09-29,5.692168,5.692168,5.535789,5.535789,1.348390,219020
1975-09-30,5.535789,5.567065,5.473238,5.504514,1.340774,436442
1975-10-01,5.504514,5.520152,5.285584,5.316860,1.295065,518774
1975-10-02,5.348135,5.567065,5.348135,5.535789,1.348390,1155052
1975-10-03,5.535789,5.723443,5.520152,5.707805,1.390290,383685
1975-10-06,5.707805,5.739081,5.660892,5.676530,1.382673,314942
1975-10-07,5.676530,5.785995,5.629616,5.739081,1.397909,461221
1975-10-08,5.739081,5.911097,5.739081,5.895459,1.435999,915249
1975-10-09,5.926735,6.083113,5.926735,6.004924,1.462662,1090305
1975-10-10,6.004924,6.036200,5.942373,5.942373,1.447426,475610
1975-10-13,5.942373,6.036200,5.879821,6.036200,1.470280,484402
1975-10-14,6.036200,6.083113,5.911097,5.942373,1.447426,557143
1975-10-15,5.942373,5.989286,5.911097,5.973648,1.455044,451629
1975-10-16,5.973648,6.004924,5.942373,5.958011,1.451235,414060
1975-10-17,5.958011,6.004924,5.895459,5.942373,1.447426,412462
1975-10-20,5.942373,6.051838,5.942373,6.051838,1.474090,475610
1975-10-21,6.051838,6.114389,6.036200,6.067475,1.477897,823324
1975-10-22,6.067475,6.114389,6.051838,6.098751,1.485516,482804
1975-10-23,6.098751,6.130027,6.083113,6.130027,1.493134,316540
1975-10-24,6.130027,6.161302,6.051838,6.051838,1.474090,510781
1975-10-27,6.051838,6.083113,5.958011,6.020562,1.466471,278172
1975-10-28,6.020562,6.067475,5.973648,6.051838,1.474090,483603
1975-10-29,6.051838,6.083113,5.973648,5.989286,1.458853,362902
1975-10-30,5.989286,6.051838,5.958011,6.036200,1.470280,309346
1975-10-31,6.036200,6.067475,5.958011,6.020562,1.466471,207030
1975-11-03,6.004924,6.004924,5.926735,5.958011,1.451235,292560
1975-11-04,5.958011,5.973648,5.895459,5.958011,1.451235,237405
1975-11-05,5.958011,6.020562,5.942373,5.989286,1.458853,497991
1975-11-06,5.989286,6.004924,5.911097,5.973648,1.455044,342919
1975-11-07,5.973648,6.020562,5.942373,5.942373,1.447426,262185
1975-11-10,5.942373,5.973648,5.879821,5.942373,1.447426,278971
1975-11-11,5.942373,6.098751,5.942373,6.051838,1.474090,239004
1975-11-12,6.083113,6.192578,6.083113,6.192578,1.508369,683439
1975-11-13,6.192578,6.223854,6.161302,6.161302,1.500752,480406
1975-11-14,6.161302,6.192578,6.098751,6.114389,1.489325,341320
1975-11-17,6.114389,6.208216,6.098751,6.208216,1.512179,432445
1975-11-18,6.208216,6.255129,6.161302,6.208216,1.512179,418856
1975-11-19,6.176940,6.176940,6.051838,6.067475,1.477897,426850
1975-11-20,6.067475,6.114389,5.989286,5.989286,1.458853,312544
1975-11-21,5.989286,6.051838,5.958011,5.989286,1.458853,195839
1975-11-24,5.989286,6.036200,5.911097,6.004924,1.462662,301353
1975-11-25,6.020562,6.083113,6.020562,6.083113,1.481707,367698
1975-11-26,6.083113,6.083113,5.958011,6.020562,1.466471,880078
1975-11-28,6.020562,6.130027,5.989286,6.036200,1.470280,566735
1975-12-01,6.036200,6.098751,6.004924,6.067475,1.477897,572330
1975-12-02,6.036200,6.036200,5.989286,6.020562,1.478667,430846
1975-12-03,5.926735,5.926735,5.754719,5.754719,1.413376,827321
1975-12-04,5.754719,5.801632,5.660892,5.754719,1.413376,595511
1975-12-05,5.754719,5.785995,5.660892,5.692168,1.398012,540357
1975-12-08,5.692168,5.801632,5.660892,5.785995,1.421056,355708
1975-12-09,5.785995,5.832908,5.692168,5.817270,1.428737,564337
1975-12-10,5.817270,5.879821,5.770357,5.879821,1.444100,375692
1975-12-11,5.879821,5.895459,5.817270,5.817270,1.428737,374892
1975-12-12,5.817270,5.832908,5.770357,5.817270,1.428737,342119
1975-12-15,5.817270,5.942373,5.817270,5.911097,1.451782,368498
1975-12-16,5.864184,5.864184,5.739081,5.864184,1.440259,1451609
1975-12-17,5.864184,5.864184,5.723443,5.723443,1.405692,1037549
1975-12-18,5.739081,5.832908,5.739081,5.785995,1.421056,492396
1975-12-19,5.785995,5.801632,5.676530,5.692168,1.398012,672248
1975-12-22,5.692168,5.754719,5.692168,5.723443,1.405692,462820
1975-12-23,5.723443,5.723443,5.645254,5.692168,1.398012,690633
1975-12-24,5.692168,5.707805,5.660892,5.676530,1.394172,131092
1975-12-26,5.676530,5.817270,5.660892,5.817270,1.428737,308547
1975-12-29,5.817270,5.879821,5.707805,5.723443,1.405692,422054
1975-12-30,5.723443,5.785995,5.692168,5.770357,1.417215,294958
1975-12-31,5.770357,5.817270,5.754719,5.770357,1.417215,475610
1976-01-02,5.770357,5.832908,5.754719,5.832908,1.432577,296557
1976-01-05,5.848546,5.989286,5.848546,5.973648,1.467144,682640
1976-01-06,6.036200,6.192578,6.036200,6.130027,1.505551,1473990
1976-01-07,6.130027,6.348956,6.130027,6.208216,1.524754,1054335
1976-01-08,6.208216,6.333318,6.176940,6.255129,1.536277,1175835
1976-01-09,6.255129,6.348956,6.192578,6.333318,1.555480,828920
1976-01-12,6.333318,6.614799,6.286405,6.489697,1.593887,1534740
1976-01-13,6.489697,6.583523,6.380232,6.395870,1.570842,1274154
1976-01-14,6.395870,6.505334,6.364594,6.474059,1.590047,474810
1976-01-15,6.474059,6.536610,6.458421,6.474059,1.590047,896864
1976-01-16,6.474059,6.505334,6.411507,6.442783,1.582364,669850
1976-01-19,6.442783,6.630437,6.427145,6.630437,1.628453,1012769
1976-01-20,6.646075,6.755540,6.646075,6.755540,1.659179,1220598
1976-01-21,6.739902,6.739902,6.599161,6.692988,1.643816,1407645
1976-01-22,6.692988,6.692988,6.583523,6.661713,1.636134,607501
1976-01-23,6.661713,6.865004,6.614799,6.849366,1.682222,957614
1976-01-26,6.849366,6.990107,6.724264,6.943193,1.705267,1281348
1976-01-27,6.943193,6.958831,6.849366,6.865004,1.686062,1168641
1976-01-28,6.865004,6.865004,6.646075,6.739902,1.655338,1077516
1976-01-29,6.739902,7.037020,6.739902,7.021383,1.724471,1346095
1976-01-30,7.021383,7.099572,6.958831,7.005745,1.720630,928038
1976-02-02,6.990107,6.990107,6.896280,6.974469,1.712949,593113
1976-02-03,6.974469,6.974469,6.739902,6.880642,1.689905,1104693
1976-02-04,6.880642,6.927556,6.739902,6.818091,1.674542,925640
1976-02-05,6.818091,6.818091,6.677350,6.677350,1.639976,851301
1976-02-06,6.677350,6.833729,6.583523,6.614799,1.624613,1179032
1976-02-09,6.614799,6.630437,6.505334,6.536610,1.605409,920844
1976-02-10,6.536610,6.661713,6.505334,6.630437,1.628453,1395655
1976-02-11,6.630437,6.739902,6.536610,6.583523,1.616930,981594
1976-02-12,6.583523,6.739902,6.505334,6.505334,1.597726,624288
1976-02-13,6.505334,6.599161,6.411507,6.458421,1.586206,626686
1976-02-17,6.458421,6.489697,6.364594,6.427145,1.578524,930436
1976-02-18,6.427145,6.583523,6.411507,6.583523,1.616930,661057
1976-02-19,6.614799,6.739902,6.614799,6.661713,1.636134,834515
1976-02-20,6.708626,6.927556,6.708626,6.771177,1.663019,1229391
1976-02-23,6.771177,6.802453,6.692988,6.708626,1.647657,1105493
1976-02-24,6.724264,6.786815,6.724264,6.739902,1.655338,932834
1976-02-25,6.739902,6.771177,6.692988,6.739902,1.655338,1023960
1976-02-26,6.739902,6.771177,6.646075,6.661713,1.636134,593913
1976-02-27,6.661713,6.708626,6.567886,6.677350,1.639976,518774
1976-03-01,6.677350,6.677350,6.505334,6.552248,1.609249,590715
1976-03-02,6.552248,6.630437,6.505334,6.520972,1.601568,550748
1976-03-03,6.520972,6.567886,6.489697,6.536610,1.617824,693031
1976-03-04,6.505334,6.505334,6.286405,6.286405,1.555897,729801
1976-03-05,6.317680,6.395870,6.317680,6.395870,1.582991,541955
1976-03-08,6.395870,6.599161,6.395870,6.552248,1.621694,604304
1976-03-09,6.552248,6.614799,6.520972,6.536610,1.617824,1330108
1976-03-10,6.536610,6.552248,6.427145,6.489697,1.606214,621890
1976-03-11,6.489697,6.536610,6.458421,6.489697,1.606214,864091
1976-03-12,6.489697,6.520972,6.333318,6.364594,1.575250,1567514
1976-03-15,6.364594,6.364594,6.223854,6.317680,1.563639,1515556
1976-03-16,6.348956,6.442783,6.348956,6.442783,1.594601,837713
1976-03-17,6.442783,6.536610,6.411507,6.474059,1.602343,1397253
1976-03-18,6.474059,6.489697,6.427145,6.442783,1.594601,988789
1976-03-19,6.442783,6.520972,6.411507,6.474059,1.602343,725005
